,user_id,Recency_days,Recency_hours,RecencyCluster,Frequency,FrequencyCluster,purchase_value,RevenueCluster,OverallScore,rfm_label
4850,90a8a5c4c015890c2feffc1a2c3b0a764ef8f16b9a9c7fb313379b57581309aa,57,1387.1488619444444,2,8,1,4120.0,1,4,about to sleep
4851,24fc04e5e9a93f5e039d9ef8af4a1a30138f7f8671f2741770535891f8a837f4,58,1412.7076625,2,8,1,3739.0,1,4,about to sleep
4852,0d47060c510a50137c26a1ed92e80265d8969aa266225d43a937dacedbe150a8,55,1339.4519891666666,2,8,1,3532.0,1,4,about to sleep
4853,b952030a0fed94a9c113ba5d8fc78e67b627e0e8e909506c8d1e2a7d350788c0,38,932.475255,2,8,1,4840.0,1,4,about to sleep
4854,13a8b563daf41ec0c1626576a56dc2b51285bd246542ef96251cc9bb4879dbd9,58,1393.9855633333334,2,14,1,6966.0,1,4,about to sleep
4855,ba836ce195d71c7f839d95e267d2fa2b311f0a12c17198e986331fea85b6f6e0,45,1082.9101541666666,2,15,1,6694.0,1,4,about to sleep
4856,2e90dace86a8932c7110d9375ddd21caaffb16fd683bb6840252726778ff8bd7,40,977.8116091666667,2,14,1,5088.0,1,4,about to sleep
4857,792f4b2c650768def0638ac724a6c2b623789aeb43d720f08d3625d65cd37871,40,979.6141538888888,2,15,1,4347.0,1,4,about to sleep
4858,88687d9a138418f68c26aa4091f4c34b44e85b4ca75bd5cc1d25244df0881851,57,1386.3922647222223,2,10,1,4859.0,1,4,about to sleep
4859,ba9b9a261084a27da1ca8c3441bcf675cddbbaa5f2666c2f9fe8d12bc226c3ac,60,1443.845693888889,2,15,1,3772.0,1,4,about to sleep
4860,f535225c475cf9a0ddead58fbacb3e37a7b3193815a18c3cc51e1a79f5a5afb4,44,1073.1559508333332,2,11,1,6583.0,1,4,about to sleep
4861,e745276786129edc6ede87011930075c3d74dcde202629419d55d3953df6d11e,47,1134.9970127777779,2,10,1,3476.0,1,4,about to sleep
4862,bd590f2e68a10b02eba1fcb00f2ac4fe86926fd60675eb19c9983d4087fc49dc,38,913.8271925,2,18,1,7442.0,1,4,about to sleep
4863,199d5002921948c98e9fea433ee45157d8aa872ec34e892b9f742973e1bbdb30,50,1205.1492758333334,2,8,1,4325.0,1,4,about to sleep
4864,55446f23a0ec44e398b405d788108835a595fe2d627a28d1619a3fd64f24dd26,45,1081.438505,2,10,1,3476.0,1,4,about to sleep
4865,ae35ed09edf58563862dc5a6b6275682487496ced55510f5418efc698f1fd87f,57,1384.3053719444445,2,13,1,4008.0,1,4,about to sleep
4866,7967a00b4bd3ff22ca7f07e80d5f3dd914599aafeff371ee3993991c39f1791b,52,1266.8214438888888,2,21,1,6257.0,1,4,about to sleep
4867,416333c1fe38474272a77e9ab9e378de58ebd7bba9a8c1274f238e86684b4a86,51,1229.8875247222222,2,10,1,8065.0,1,4,about to sleep
4868,4cdc28ac9f7232d4bfa2587f87edabacbf15251a0747ca5cb971cdb46bae8c28,45,1081.5279161111112,2,19,1,7110.0,1,4,about to sleep
4869,3c1080d645ec41c698ea758d00771928cb1c017c9167469591451780a9924ae0,37,897.0878902777778,2,13,1,8584.0,1,4,about to sleep
4870,9928d1062c49d9aad0701f0246decb65c0942efac2f2890ccc604adf6df53ad8,59,1431.6296958333332,2,10,1,9103.0,1,4,about to sleep
4871,23bef3e87ee7f2355804d84e15e0b08dc40ceafc6c1f7e962105186f54d6ec15,46,1122.7138730555555,2,12,1,4353.0,1,4,about to sleep
4872,d088da3a3c41eb3569d6e3448a9a10e4a79bc64af7b87df41952fed2e51f8be5,38,912.1706908333333,2,13,1,3945.0,1,4,about to sleep
4873,7e1b93ecb2356ceca7629956b10d443caf1fc254c21f8e65aa6c5f7089512037,44,1058.0651247222222,2,19,1,8142.0,1,4,about to sleep
4874,09b09cd0c695151675295fd2f4024bc6322e0090273444990ae1c19050714ea7,38,926.8857208333334,2,12,1,4411.0,1,4,about to sleep
4875,2dae8769e254679834d340047e0b44a94b49c996c18c811d939957fbbeb61ccf,51,1230.9699627777777,2,12,1,3814.0,1,4,about to sleep
4876,657b7ff395bdbe0e0f35d3cab011e45be5824be081bc89092902e1dd8aacb713,42,1013.0465827777778,2,11,1,4025.0,1,4,about to sleep
4877,4be2bb66ef1cb965e478bc504630d86177b382626a9eb10225b972e01023f195,39,953.6977852777778,2,21,1,8885.0,1,4,about to sleep
4878,5fb635c250c97cec8ae40c52dc6f29cae7798fae0d4913feeb9720a9c0adfaae,61,1468.5770166666666,2,8,1,4707.0,1,4,about to sleep
4879,b53438224577e53cde5d9c963a80f65c0c61e1a94468648238b6837f8327c1ca,37,909.2374408333334,2,10,1,5826.0,1,4,about to sleep
4880,2b3a44716164bb5de6dd5f4f3543d8f41b757f41780e12fa49fa9020b32822b0,55,1324.2794658333332,2,16,1,7120.0,1,4,about to sleep
4881,863c7b0d885905cb95e3a140f00f8af1a172c995d7ed07deb86f148b6e8a62c3,44,1076.7327369444445,2,11,1,4613.0,1,4,about to sleep
4882,265a626bd1b40905c87e2c31cf3a6bfbc5b1611317f293e14dd2c0c26ce839f8,53,1276.8841233333333,2,12,1,4798.0,1,4,about to sleep
4883,63d1499032ef0d8f50295b7c628580c76ae053ee1dac4aa2ca1b30a1b1b49735,38,916.6210672222222,2,12,1,4304.0,1,4,about to sleep
4884,fccf457bd66009b04e9356bf6fe5cbd1ae94c9f5e00b593236cbd322eacc778d,43,1048.7567711111112,2,15,1,4281.0,1,4,about to sleep
4885,996f2947c8f903eae7b6bdd0fb2de871a3e6e6b1ce175864d9e504a17d1b8f63,45,1095.8556894444444,2,9,1,3764.0,1,4,about to sleep
4886,a28a41f413ca8fff1731bd4ec8e55355898923a95a4d321c14a65405a1e97842,59,1422.5275888888889,2,13,1,8736.0,1,4,about to sleep
4887,3cf2d1555c15df4bd957049a8d1b50d52fa79e1fec221bf4e33500f702a7dd03,47,1133.0152675,2,9,1,5855.0,1,4,about to sleep
4888,07fa5ab558932efc885db39e89fa89ac07e0511167f9de1e6ce1e97c5a822d61,43,1049.1718494444444,2,15,1,5202.0,1,4,about to sleep
4889,cc9c51262818bacd4649ade89594b394d2c7661ca9e74fe3195cc005059f22ce,59,1434.2793288888888,2,8,1,3497.0,1,4,about to sleep
4890,9cda69abbec1dd22f4044e19b6b023743a6d6ef8749b0eb79fc41246662f5425,50,1221.0689333333332,2,16,1,5409.0,1,4,about to sleep
4891,be7da66ccab514235f410490f147587c9c3bb34408f497cf44f2775277d7b950,38,919.2347405555555,2,9,1,3588.0,1,4,about to sleep
4892,be92f63ed9049f7f015b15e6f4827a141e39c669cd8cf9b68f84f8583a5abc1b,39,954.2474386111111,2,15,1,4544.0,1,4,about to sleep
4893,5bfbeb16b95fc826fcb29091f6c2f14ad319df973e98de3a452c93092f2cb1f6,38,917.2889702777778,2,9,1,4067.0,1,4,about to sleep
4894,613df369808ce00e79194aacec3f469f00cb7813bc2b891bc0fa8dc9e62e9226,38,914.1318877777778,2,8,1,7080.0,1,4,about to sleep
4895,31aa415e6ed4d4b3e423c957b95a09544c30cdebddae62cdffe325ec144210c3,45,1088.1412055555556,2,10,1,3605.0,1,4,about to sleep
4896,3935c2e618132fa81c5d375728b7652ea7c44b10845b7ff5ae7896be3ea28673,38,913.8426019444445,2,9,1,9322.0,1,4,about to sleep
4897,de8348c2e9ce7acbb04b45e5345f809bf3af47f9a51933de6b35b8cf92618ba5,41,998.6012072222222,2,11,1,5909.0,1,4,about to sleep
4898,e11e28381d286205c94fcd3754196908fa407ce855e7e8598a39f13be87719e6,42,1010.4504366666666,2,11,1,3725.0,1,4,about to sleep
4899,59e3e1440bc051c57268c6613c2fa1583faad1ecb5d1f8fcbf3dcc87d8be1b82,43,1050.1047122222221,2,8,1,4228.0,1,4,about to sleep
4900,9bdd266a09d21f2acb1322cbec8de63829d0f13f4b83a1b6f1cd5b6dab8fd365,51,1226.7943947222223,2,9,1,3904.0,1,4,about to sleep
4901,444c49da105cbf50700d52f817dcea986c3e3b106d8109710e32756847cc8bc6,44,1078.3275094444443,2,9,1,4873.0,1,4,about to sleep
4902,a031fcdd4033efefaff74fc198281a5af3742737d975a25f72ef1e2a86c9e065,41,1007.3330741666666,2,11,1,3788.0,1,4,about to sleep
4903,3c1898f0f00a1bd9792de15af556fd1cfa7c9bcf8f2dafab61818fbfc2e38fbc,42,1029.0522908333332,2,15,1,9699.0,1,4,about to sleep
4904,731b913d16274b20b42b9f804f2de297dd4416a2162678a5d8012746a2aae3e9,48,1170.3810627777777,2,14,1,3649.0,1,4,about to sleep
4905,511a0af4eaa4289988462715daab1bc3100a5de76bc071296822126886e504a1,43,1038.1119272222222,2,11,1,5052.0,1,4,about to sleep
4906,95defbeb050972d22fae9ec7995bb28012bac709a66f0a642a3a96123f9537ef,41,1001.9508269444444,2,9,1,5278.0,1,4,about to sleep
4907,8687d69aed75e4b5908bb35ad7401c29e45c17c2eb6b0bc3553bb150649ce62c,45,1085.6939444444445,2,9,1,3704.0,1,4,about to sleep
4908,28228b11ddaa0a35546e7e8527ed4c55c05b983a05453e2e79b2006bf9edb8b4,39,953.5711661111111,2,10,1,3953.0,1,4,about to sleep
4909,710989bbb2603bf561f0bc0a0744339d779fd2cdec9d4a8e71683eb93dbc0c44,37,895.204835,2,20,1,8682.0,1,4,about to sleep
4910,41f42495fbf8b91727d644a0194f7da6215c07903bd4d67eba0a692ed43cfae2,38,918.261755,2,10,1,3846.0,1,4,about to sleep
4911,eb6cbf0fa68e4e2e07494fba8a2568e8f1bae6367d01c8d9a5dc2e007d1f949c,94,2258.8905466666665,0,16,1,4503.0,1,2,hibernating
4912,40e5a2347256e7b51ec3f81dffd75db609c05dcce43151c822e25c105dc53756,90,2160.7135975,0,17,1,5640.0,1,2,hibernating
4913,3e49ccc7b4b7a17ef7d85eebc2d6c8790b38e061f3aa3d9dafca51dc58c1a55a,91,2202.394476388889,0,8,1,4423.0,1,2,hibernating
4914,9e692f2bae63f45fc02a596a7478f2a622ba43b99dc1908703e2d4ed92754ab1,104,2518.0710616666665,0,14,1,5065.0,1,2,hibernating
4915,7c3e7b64021b873e68cbad495ec2b96d502cfa040fb9d88a24884c6290cb6e0e,109,2638.3349952777776,0,9,1,3957.0,1,2,hibernating
4916,56dac410cc6ba37ced54a63f700f6cfd6e0feede63462b0a32024e1af525dfe7,101,2426.33704,0,11,1,4375.0,1,2,hibernating
4917,b2a652857a68e8ddccc70ce52ebd67e1fb6381f11aa7474006933718876a1cc1,113,2726.778315277778,0,12,1,3983.0,1,2,hibernating
4918,14e89a55be5f98c126ea33abe694526352eb80957d72a8938b1c98e29485bf2a,101,2442.5863430555555,0,8,1,3618.0,1,2,hibernating
4919,a7c2037ee46640b4f8b997ba5ec4b7b163b5d4b03584d6a9b19aff8b958365bc,77,1869.0130852777777,1,9,1,4131.0,1,3,hibernating
4920,ce86a9416d2dd12981d81c9b0601b08baab4cfb931c181b5894cb209ce151f4c,87,2110.7570516666665,1,20,1,7943.0,1,3,hibernating
4921,9f560e884da94eb047018cf39cb132f46efb3b83ab8049b87ac99a048c2a2035,88,2114.6118347222223,1,16,1,8813.0,1,3,hibernating
4922,e6df65c436a1e310bf8ce0f208e7651f0087f8df90f9d8ebe163d69fe95fda29,71,1724.9839591666666,1,19,1,6903.0,1,3,hibernating
4923,373cb7df328172e5643e3674a473e874ff26b5f632093e91ef1f1bf8abed5b9e,78,1888.949651111111,1,10,1,3744.0,1,3,hibernating
4924,bc0beab5834edb9d8f0119fb6193f523a0a2f3a3a5f14872d001d687857431e1,66,1587.2418966666667,1,13,1,4385.0,1,3,hibernating
4925,be41e1b526efc4c52a8e9931397fa3383580392ca61bbc452798fa99e7fdf089,79,1896.9769505555555,1,21,1,9495.0,1,3,hibernating
4926,187730c64c524776f81e424b1434c769fe910d043035a7c1e5c18a5313b4bca5,62,1494.4370538888888,1,17,1,7785.0,1,3,hibernating
4927,4f8c98f3be9892004eff2b82736a7c03c9a917cef07d8f9f4ec4ef0909a9db6f,65,1566.066703611111,1,13,1,5137.0,1,3,hibernating
4928,fb7c8c08f2139b1b95715bec393c70aeebdf4f0955e9721fe74cbdfd259a3999,79,1900.7282963888888,1,14,1,4074.0,1,3,hibernating
4929,d11e4173d6f4c61826f4d44f216300d10e8128b9b3d5f0f8bfc7c8a9b17f7907,84,2031.4929394444443,1,16,1,3974.0,1,3,hibernating
4930,f297413d25629c13b303c926c0db77771c6876420b9ef6ae589bbe87a754ffc2,72,1745.0591105555557,1,15,1,7153.0,1,3,hibernating
4931,e2b8b248c8279c17353a86249723124d596311faaf9f20519d91f5e1b222e97a,80,1941.8391011111112,1,11,1,5031.0,1,3,hibernating
4932,66a645adfc369a47f31c55bcb7cf5a5cdbd20d768dfa4832566265c8685a3c1d,68,1653.2032741666667,1,12,1,4638.0,1,3,hibernating
4933,d2b63ab4a8eb0711d3592e31ce7b7146e2f9710b82e296eae098aa9c08d4b0c7,63,1514.5716377777778,1,20,1,7589.0,1,3,hibernating
4934,3da5fee11e637a70c4330bb19eb102e02091066edaae9ca961b359061c5994e5,74,1777.6514927777778,1,15,1,4818.0,1,3,hibernating
4935,a9617a151b11378eac10f67e18a2efd869d01789795c3e666c18562df4993627,62,1493.9701647222223,1,17,1,3647.0,1,3,hibernating
4936,71e2a4dcabbddb96653a498ef986d2b0ecb9b3e086efb32ea902865029a5de9e,67,1629.8316227777777,1,12,1,4018.0,1,3,hibernating
4937,fe81dfca08f13d7d836e474cb6ffc65eb5a080ff6a1c7d633f00d2651bb78148,76,1830.8990608333334,1,15,1,8186.0,1,3,hibernating
4938,8862715b13ff45399c098800e8a07cac1a149462824354283b4d3c4596dd5695,88,2112.9010197222224,1,11,1,4589.0,1,3,hibernating
4939,40971e0c6aac3b0728fa11d7dee075385ec1309af2668a9a4f1d4d841d5c56bd,67,1626.5961022222223,1,11,1,7719.0,1,3,hibernating
4940,4d8590a58383888f2ff254a21fd4cf4d445e7f9ec5213ca73f8eb428986e6c6a,71,1723.9685225,1,18,1,4011.0,1,3,hibernating
4941,63f5f5a9e57dc3b3c060d3bdd2db399b751ec024a27d1d7b4e5e53a09dce511c,73,1755.9506266666667,1,11,1,5192.0,1,3,hibernating
4942,4ca1a0d68c1315455dfdedb279a7c3c9a9fdba94c10fbee6f3a61cb79ab3e558,83,2011.5892788888889,1,9,1,4295.0,1,3,hibernating
4943,7d5675f54d9b3147e76027ad7a27ffccef313fdcbce0fde720b1a3428d63fbee,68,1652.6915638888888,1,16,1,8472.0,1,3,hibernating
4944,c5152b3a90c2fb23aa6ca8ed2dfe50f053a872452ab4cc98535aedb9528972cc,64,1551.1589402777777,1,13,1,6858.0,1,3,hibernating
4945,2760ecdd1963668058f712edaf747d9c9c3a9470c675b6902bb558667c21df17,63,1531.1580355555554,1,11,1,6072.0,1,3,hibernating
4946,c04d4ee391b5c0eb7295affde8a5df7d93dd558324ad0ece6ccfb32a3cf025a7,82,1971.0529583333334,1,11,1,4021.0,1,3,hibernating
4947,caf4cf881d0d182f1647902c3064dec3ca61d0f72e85c06f2f7f1b76098cacf6,68,1652.4821433333334,1,12,1,3834.0,1,3,hibernating
4948,f5836faf352e0eb5c30185e18352dc09f15198406d715a42f2052bd0703b9670,89,2141.5042025,1,10,1,9686.0,1,3,hibernating
4949,0aa162eafb65b9ed0dbcd60cd34e5d4a99ad7f094785f436de5d105fa725f4e1,71,1706.4155772222223,1,19,1,4780.0,1,3,hibernating
4950,f49389ece63c8dc69e58caf99aa43453b78f08fee38bbe07c1ac65192f793356,65,1583.5411183333333,1,9,1,4298.0,1,3,hibernating
4951,a4aa17f27fba663a52f369f331a115920a794c8b4dfe323e02404209b9bc3fc5,76,1845.8695025,1,10,1,4557.0,1,3,hibernating
4952,8fa814c2f4f32ffc6591981c2a9a3d191a1349ba1505fb19bfe17401a567cd61,62,1508.900581111111,1,18,1,4787.0,1,3,hibernating
4953,df09818ac9c317db989a0b8ec4d532da4c4dda7bb30807cfc9a612079d662112,70,1701.3796016666668,1,11,1,3477.0,1,3,hibernating
4954,eabb026470baaa2f51c7f14cd2cf892d2368f06e7f7fb2bb62cbfe29c2a64ae8,66,1604.181921111111,1,10,1,4668.0,1,3,hibernating
4955,21c6180b276eadb0419cbcc5cef2c6cbf397bea4d21c2f370e041ca5396fecd2,72,1729.1141222222222,1,16,1,6556.0,1,3,hibernating
4956,74a0006b983a808b585f08caa262bd0afe8883aa3d0b9fc5467070e1848ca603,64,1541.62436,1,11,1,10038.0,1,3,hibernating
4957,88f3a26456545194151e195e5607f419b4edbc11b3b51117aa090ce4740534b4,76,1846.8624094444444,1,14,1,4740.0,1,3,hibernating
4958,755282ee89983e05c842339650d8e0ee687e6500fea7f62fa0d0f383b7d7c359,76,1829.440046388889,1,11,1,4856.0,1,3,hibernating
4959,3a33112d3bf9f445f13fa1b0dfa2ece06ec5deefff584a829b787d0912e6862e,69,1661.8160125,1,14,1,3693.0,1,3,hibernating
4960,b96d2a2ac485cb1529732fd55785002b7591b456be2a8e93ba7cebec3608aff4,84,2037.3710527777778,1,15,1,8050.0,1,3,hibernating
4961,793323e5f6861527d13c2aff5203d2d0070a4fcf851add4c81782ea62935a8ff,63,1534.1585433333332,1,9,1,5393.0,1,3,hibernating
4962,de527edd36b14f8ef80a4dd0d8770d48424177775c1484cf0971951dd5ec607a,63,1515.582405,1,21,1,7161.0,1,3,hibernating
4963,bdd05b2b5176131bedb818f4cc35c99e700bd5450ace117e20f1203593690556,69,1660.5000211111112,1,11,1,8060.0,1,3,hibernating
4964,38e415da6ba437bcc873a1cfe04a513c669f2aeed88cf6d7d7355d568b0abb1a,63,1518.3358766666668,1,12,1,3556.0,1,3,hibernating
5209,b2ce06975aa60e84033713251b29e7204d7d00ee0f3f3198ea0fc3afb9543317,37,893.0665988888888,2,4,0,4381.0,1,3,about to sleep
5210,e44f4671e3ce4ca495a34e58575d95ab680bc2b0be2125b56946b873ab39b54d,54,1298.7583955555556,2,5,0,4133.0,1,3,about to sleep
5211,7f079106ea9777f28cd7210be5279d36597a0d32c885ef521c73cfd9df0ad8ae,58,1414.3262527777779,2,7,0,3863.0,1,3,about to sleep
5212,2343f01516be3014917beb1a16bcf13f046c1a1613edd697904fdac8b6f17644,54,1313.9786736111112,2,4,0,3843.0,1,3,about to sleep
5213,dd7415f721d305755dc4598a3bfff67a28f9e04f44672c7eafd1d275fe626bb4,61,1465.4888752777779,2,7,0,7217.0,1,3,about to sleep
5214,7853fb3b1704b71e0161d32f6968f130cc43a31dd40120ce933c84dcfb400d68,50,1215.3344377777778,2,7,0,3960.0,1,3,about to sleep
